Video	title	url	content_label_1	content_hierarchy_1	content_label_2	content_hierarchy_2	gt_content_label_1	gt_content_hierarchy_1	gt_content_label_2	gt_content_hierarchy_2	annotated_at	annotator_id
Khan_Academy_jFd-6EPfnec	Greatest common factor explained | Factors and multiples | Pre-Algebra | Khan Academy	https://www.youtube.com/watch?v=jFd-6EPfnec	math	math/logic	algebra	math/logic	algebra	math/logic	math	math/logic	2025-07-29T04:13:57.208172	kaatje
James_Corden_46K8zIfIQj8	Kerry Washington Channeled Beyoncé for Her New Character	https://www.youtube.com/watch?v=46K8zIfIQj8	celebrity-content	arts/culture	movies	movies	product-reviews	reviews	arts	arts/culture	2025-07-29T04:14:17.132282	kaatje
RottenTomatoes_rLa3fX7rIiM	The Batman (2022) - Alfred Blows Up Scene (4/10) | Movieclips	https://www.youtube.com/watch?v=rLa3fX7rIiM	movies	movies	drama	tv_entertainment	movies	movies	entertainment-news	news	2025-07-29T04:14:39.927275	kaatje
Deep_Dive_Ali_Abdaal_S3STQAOYKNM	If You Want To Be Happier, Watch This.	https://www.youtube.com/watch?v=S3STQAOYKNM	selfhelp	lifestyle_wellbeing	sociology	socialsciences	selfhelp	lifestyle_wellbeing	humanities	humanities/philosophy	2025-07-29T04:15:36.404705	kaatje
Khan_Academy_gHTH6PKfpMc	Level 4 division | Multiplication and division | Arithmetic | Khan Academy	https://www.youtube.com/watch?v=gHTH6PKfpMc	math	math/logic	algebra	math/logic	math	math/logic	teaching	pedagogy	2025-07-29T04:16:28.888456	kaatje
Allure_acreItF_FwI	Demi Lovato Revisits Beauty Looks From Their Past	https://www.youtube.com/watch?v=acreItF_FwI	fashion	lifestyle_wellbeing	celebrity-content	arts/culture	cosmetics	lifestyle_wellbeing	celebrity-content	arts/culture	2025-07-29T04:16:47.112064	kaatje
Netflix_gknt09SYXm0	Making Midnight Mass | Netflix	https://www.youtube.com/watch?v=gknt09SYXm0	movies	movies	drama	tv_entertainment	religion	humanities/philosophy	humanities	humanities/philosophy	2025-07-29T04:17:10.564129	kaatje
Fireship_yvGY5vkONds	The most disastrous app launch of all time…	https://www.youtube.com/watch?v=yvGY5vkONds	computersci	tech/engineering	computersci	tech/engineering	computersci	tech/engineering	technology	tech/engineering	2025-07-29T04:17:57.947812	kaatje
Steve_Kaufmann_qntIW8h-Vro	We’ll Never Be Perfect	https://www.youtube.com/watch?v=qntIW8h-Vro	sociology	socialsciences	psychology	socialsciences	languages	arts/culture	languages	arts/culture	2025-07-29T04:18:31.853874	kaatje
REDEFINED_TV_fwYVI_2Odh4	I Don't Want To Start Over	https://www.youtube.com/watch?v=fwYVI_2Odh4	sociology	socialsciences	selfhelp	lifestyle_wellbeing	religion	humanities/philosophy	religion	humanities/philosophy	2025-07-29T04:19:07.735177	kaatje
minutephysics_VVAKFJ8VVp4	Why are Stars Star-Shaped?	https://www.youtube.com/watch?v=VVAKFJ8VVp4	astronomy	physicalsciences	chemistry	physicalsciences	physics	physicalsciences	astronomy	physicalsciences	2025-07-29T04:19:49.168525	kaatje
Steve_Kaufmann_3TWI8xl455E	Studying English? Don't Study Modal Verbs	https://www.youtube.com/watch?v=3TWI8xl455E	languages	arts/culture	diy	tutorials	languages	arts/culture	teaching	pedagogy	2025-07-29T04:20:28.968672	kaatje
Khan_Academy_JUouea9XoF8	Integrating sums of functions | Accumulation and Riemann sums | AP Calculus AB | Khan Academy	https://www.youtube.com/watch?v=JUouea9XoF8	algebra	math/logic	math	math/logic	math	math/logic	algebra	math/logic	2025-07-29T04:20:57.328100	kaatje
BuzzFeed_Celeb_3EAesv-PzpI	Jeff Goldblum Reads Hilarious Thirst Tweets	https://www.youtube.com/watch?v=3EAesv-PzpI	celebrity-content	arts/culture	internet-culture	others	celebrity-content	arts/culture	talkshows	tv_entertainment	2025-07-29T04:21:30.315046	kaatje
Fox_US_News_2YO6egqpXI4	Migrants fed up with Chicago head home	https://www.youtube.com/watch?v=2YO6egqpXI4	conspiracy	others	domestic-news	news	geopolitical-news	news	domestic-news	news	2025-07-29T04:21:59.071430	kaatje
Socratica_ERZ4pO4yPRk	Text Preprocessing « NLP « Machine Learning – Mathematica Essentials	https://www.youtube.com/watch?v=ERZ4pO4yPRk	computersci	tech/engineering	software-tutorials	tutorials	software-tutorials	tutorials	computersci	tech/engineering	2025-07-29T04:22:57.810845	kaatje
James_Corden_rMOWeg-Dm04	It's a Big Night for Middle Names	https://www.youtube.com/watch?v=rMOWeg-Dm04	celebrity-content	arts/culture	comedy	comedy	quizzes	others	talkshows	tv_entertainment	2025-07-29T04:23:36.910168	kaatje
RottenTomatoes_omFpUjAzM9M	Driving Miss Daisy (8/9) Movie CLIP - You're My Best Friend (1989) HD	https://www.youtube.com/watch?v=omFpUjAzM9M	movies	movies	drama	tv_entertainment	movies	movies	psychology	socialsciences	2025-07-29T04:23:57.873859	kaatje
RottenTomatoes_DDClFYXZmtM	The Quiet Ones (6/10) Movie CLIP - The Torments of Men (2013) HD	https://www.youtube.com/watch?v=DDClFYXZmtM	movies	movies	drama	tv_entertainment	movies	movies	medicine	lifesciences	2025-07-29T04:24:30.290622	kaatje
edureka_vxE0IV5Gmlk	OpenAI o3-mini Model: The Master Move in Cost-Effective STEM AI | Edureka	https://www.youtube.com/watch?v=vxE0IV5Gmlk	computersci	tech/engineering	technology	tech/engineering	technology	tech/engineering	computersci	tech/engineering	2025-07-29T04:25:24.770479	kaatje
Steve_Kaufmann_dkMWQ2MMmMQ	Morning Routine for Language Learning	https://www.youtube.com/watch?v=dkMWQ2MMmMQ	languages	arts/culture	selfhelp	lifestyle_wellbeing	languages	arts/culture	languages	arts/culture	2025-07-29T04:26:13.889295	kaatje
RottenTomatoes__Fw6TuACCKY	Midnight Clear (6/11) Movie CLIP - Taking Care of Someone (2006) HD	https://www.youtube.com/watch?v=_Fw6TuACCKY	movies	movies	drama	tv_entertainment	movies	movies	drama	tv_entertainment	2025-07-29T04:27:14.713569	kaatje
jacksepticeye_5qWFgvMQnis	Robert Downey Jr. was in my house	https://www.youtube.com/watch?v=5qWFgvMQnis	celebrity-content	arts/culture	internet-culture	others	vlog	personal_vlogs	celebrity-content	arts/culture	2025-07-29T04:27:42.734190	kaatje
Facts_TnTvJB7gtWU	Irish People Taste Test Weird American M&Ms	https://www.youtube.com/watch?v=TnTvJB7gtWU	comedy	comedy	sociology	socialsciences	vlog	personal_vlogs	food	lifestyle_wellbeing	2025-07-29T04:28:16.414877	kaatje
Unbox_Therapy_aubTgsFC4Fo	The Wireless Mouse That NEVER Needs To Be Charged!!	https://www.youtube.com/watch?v=aubTgsFC4Fo	technology	tech/engineering	product-reviews	reviews	product-reviews	reviews	product-reviews	reviews	2025-07-29T04:29:12.615095	kaatje
Khan_Academy_AnATlMVA12E	Futures and forward curves | Finance & Capital Markets | Khan Academy	https://www.youtube.com/watch?v=AnATlMVA12E	math	math/logic	algebra	math/logic	finance	business/finance	economics	socialsciences	2025-07-29T04:29:40.417213	kaatje
Sprouts_geeoy3BMmE0	Project-Based Learning: How It Works and Why It’s So Effective	https://www.youtube.com/watch?v=geeoy3BMmE0	teaching	pedagogy	psychology	socialsciences	teaching	pedagogy	psychology	socialsciences	2025-07-29T04:30:11.238136	kaatje
RottenTomatoes_gK9-i9Y6LQM	The Creed Legacy: Ultimate Franchise Mashup | Movieclips	https://www.youtube.com/watch?v=gK9-i9Y6LQM	movies	movies	sports	sports	sports	sports	movies	movies	2025-07-29T04:30:34.919796	kaatje
RottenTomatoes_Wo3XrThPZzo	Belly (8/11) Movie CLIP - Shameek Kills Big Head Rico (1998) HD	https://www.youtube.com/watch?v=Wo3XrThPZzo	movies	movies	drama	tv_entertainment	movies	movies	architecture	architecture	2025-07-29T04:31:47.599915	kaatje
BBC_World_Service_VT81HjA6Yac	Ming-Na Wen on navigating Hollywood as an Asian American - 100 Women, BBC World Service	https://www.youtube.com/watch?v=VT81HjA6Yac	celebrity-content	arts/culture	sociology	socialsciences	arts	arts/culture	talkshows	tv_entertainment	2025-07-29T04:32:19.315158	kaatje
David_Taylor_JuBAh6HqCxI	How to Cite Sources in APA: 15 Tips You Can Use Right Now	https://www.youtube.com/watch?v=JuBAh6HqCxI	languages	arts/culture	diy	tutorials	selfhelp	lifestyle_wellbeing	teaching	pedagogy	2025-07-29T04:33:05.796365	kaatje
PewDiePie_n9pmRI5XYh8	DUCK GAMES.	https://www.youtube.com/watch?v=n9pmRI5XYh8	internet-culture	others	product-reviews	reviews	gaming	gaming	gaming	gaming	2025-07-29T04:33:59.498033	kaatje
